"tmol","65804bf1981dcef1aaa9fc20","Mei __","63440a2af5309d5dad6ef41a","69c8a2481acd7887e4656b09","2026-03-29 00:01"
"Blanecin","5e8781f3b3ec177638be489a","yakisaba","63cefde6f824a9096ddc950e","69c92e07af47f9a7b04f36f6","2026-03-29 09:54"
"squishs","62ce07d5253f655475c6b199","-kosaaa_","6971db26a150ea2422c95e67","69c92dc41acd7887e466411b","2026-03-29 09:54"
"meisuny","67f65b6e9d3797a6f5468c32","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c92ddbaf47f9a7b04f3667","2026-03-29 09:55"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","999216","605b350077ad760001cb792d","69c92e6aaf47f9a7b04f3831","2026-03-29 09:55"
"王俊凯","65337c686711b99177ed189b","Frixy","5fe0f461f3881a0001805646","69c92da4af47f9a7b04f35ac","2026-03-29 09:55"
"VerminAlt","6880ce85001dbcc3ae5f0d28","NowloNeverTilt","6385d55ff7176da32a51a546","69c92cdbaf47f9a7b04f3308","2026-03-29 09:56"
"Tikon","621cddf10416aa00011b992b","adameq","626c3725834eacd247226547","69c92e37af47f9a7b04f3794","2026-03-29 09:56"
"Jeppsa","64394435c84d0d06e2ce5c81","BotsWannaBeMe","678d57b5624e9dc811ce9ca0","69c92e5d1acd7887e466428c","2026-03-29 09:56"
"Jannik","650b208c3719e7b642d04cdc","Barkuz","6084243b0feb6600017e1a7e","69c92eb0af47f9a7b04f3919","2026-03-29 09:56"
"Nick.BY","5926b86352e6ca6c8c1463d7","Prince Louis Rwagasore","602e98aa705a320001af70c6","69c92ddaaf47f9a7b04f365e","2026-03-29 09:57"
"Jannik","650b208c3719e7b642d04cdc","Barkuz","6084243b0feb6600017e1a7e","69c92f61af47f9a7b04f3b9b","2026-03-29 09:58"
"Bolin","699d7b669d3eec8df7e2e40f","фруктозка🤑🤑🤑🤑🤑","635d8550c15309de668daf99","69c92ed7af47f9a7b04f39a8","2026-03-29 09:58"
"Aaryan22","657021f7412bfd95aad62550","Martxel","5eb029cf97d6cf6940fbb2cc","69c92c6b1acd7887e4663e20","2026-03-29 09:59"
"Elefantenrennen","62389c45454d59071bc14556","千羽　秋","69675ef0144025929cdc5bc8","69c92ea11acd7887e4664325","2026-03-29 09:59"
"syurenuko","684825d39f0e9a808a7a3994","Tapduk Emre","63f7363d6448262912b9343f","69c92ebfaf47f9a7b04f394e","2026-03-29 09:59"
"BotsWannaBeMe","678d57b5624e9dc811ce9ca0","ReaLorek","68f6613c8d617a35187cd342","69c92f471acd7887e46644a5","2026-03-29 09:59"
"王俊凯","65337c686711b99177ed189b","Blanecin","5e8781f3b3ec177638be489a","69c92f3a1acd7887e4664480","2026-03-29 10:00"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c92ecba3718e9c4585d4bd","2026-03-29 10:01"
"Sandman5","68e3f9f00a56d04f694094b5","Strong Law of Large Numbers","6895ecf38b2bc27e87cec233","69c92ebbaf47f9a7b04f393f","2026-03-29 10:02"
"OKURA","61bb76b479d3b50001f745d0","klint","6735abfd3d532af30d952b5a","69c92d3e1acd7887e4664000","2026-03-29 10:02"
"拉麵","65babbbbcd35c5966241eff6","Barkuz","6084243b0feb6600017e1a7e","69c92fddaf47f9a7b04f3d09","2026-03-29 10:02"
"Nick.BY","5926b86352e6ca6c8c1463d7","Chuya","66549d4cc725af87c3aa9a34","69c92fc61acd7887e46645f2","2026-03-29 10:03"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","meisuny","67f65b6e9d3797a6f5468c32","69c92f71af47f9a7b04f3bbd","2026-03-29 10:03"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","meisuny","67f65b6e9d3797a6f5468c32","69c92f71af47f9a7b04f3bbd","2026-03-29 10:04"
"Elefantenrennen","62389c45454d59071bc14556","Ernesto","678c19cb4f6a1c57c051dc0d","69c930231acd7887e46646dc","2026-03-29 10:04"
"Angoose52","5828eccb9cbb976514169e66","Tapduk Emre","63f7363d6448262912b9343f","69c9301baf47f9a7b04f3ddf","2026-03-29 10:04"
"Bolin","699d7b669d3eec8df7e2e40f","Charles Starling","6217a6c42bf3170001ff47e3","69c9300aa3718e9c4585d4fe","2026-03-29 10:04"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","AncientField329","68d036a2f96ce00928908c21","69c93070af47f9a7b04f3f01","2026-03-29 10:05"
"王俊凯","65337c686711b99177ed189b","фруктозка🤑🤑🤑🤑🤑","635d8550c15309de668daf99","69c93050af47f9a7b04f3e9a","2026-03-29 10:05"
"Klem","61e164f411b55c00015fb36b","Jeppsa","64394435c84d0d06e2ce5c81","69c92f761acd7887e466451f","2026-03-29 10:05"
"NowloNeverTilt","6385d55ff7176da32a51a546","чувак","61cdfc02f6470200011a0caa","69c92fcc1acd7887e46645fd","2026-03-29 10:06"
"wicked","62b58d581d1f72470f4628a0","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c93082af47f9a7b04f3f40","2026-03-29 10:06"
"Strong Law of Large Numbers","6895ecf38b2bc27e87cec233","Sandman5","68e3f9f00a56d04f694094b5","69c930b7af47f9a7b04f3fe8","2026-03-29 10:09"
"achmedsender","5a1606e2f370149bf01ab594","Alfred","5c5171d33d925b4af4b9bcbc","69c92f08af47f9a7b04f3a4f","2026-03-29 10:09"
"BRAMSAYTH","63651f8edc3edc1636abceb7","Nick.BY","5926b86352e6ca6c8c1463d7","69c931f71acd7887e4664b18","2026-03-29 10:10"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","meisuny","67f65b6e9d3797a6f5468c32","69c93179af47f9a7b04f4289","2026-03-29 10:10"
"王俊凯","65337c686711b99177ed189b","Angoose52","5828eccb9cbb976514169e66","69c93193af47f9a7b04f42e0","2026-03-29 10:10"
"AncientField329","68d036a2f96ce00928908c21","Joyenergizer","65ef376b2528c8b0fb2b5e4c","69c93196af47f9a7b04f42ed","2026-03-29 10:11"
"SeVi","638e0652d051603b006efcf3","фруктозка🤑🤑🤑🤑🤑","635d8550c15309de668daf99","69c93217af47f9a7b04f449b","2026-03-29 10:12"
"Bolin","699d7b669d3eec8df7e2e40f","Klem","61e164f411b55c00015fb36b","69c931c31acd7887e4664aad","2026-03-29 10:12"
"Charles Starling","6217a6c42bf3170001ff47e3","syurenuko","684825d39f0e9a808a7a3994","69c932351acd7887e4664bb3","2026-03-29 10:12"
"VerminAlt","6880ce85001dbcc3ae5f0d28","NowloNeverTilt","6385d55ff7176da32a51a546","69c931d1af47f9a7b04f43b6","2026-03-29 10:13"
"meisuny","67f65b6e9d3797a6f5468c32","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c93299af47f9a7b04f467f","2026-03-29 10:14"
"BRAMSAYTH","63651f8edc3edc1636abceb7","Nick.BY","5926b86352e6ca6c8c1463d7","69c932f11acd7887e4664d49","2026-03-29 10:14"
"Sandman5","68e3f9f00a56d04f694094b5","Strong Law of Large Numbers","6895ecf38b2bc27e87cec233","69c9329f1acd7887e4664c89","2026-03-29 10:14"
"Risk taker","68a63f77c65f242ade34acb2","Ringo","6046c8a097019400018ea4cf","69c930f11acd7887e46648ea","2026-03-29 10:15"
"拉麵","65babbbbcd35c5966241eff6","Fã do Dado K","6227feb9e7a8b70001576aeb","69c932b8af47f9a7b04f46e4","2026-03-29 10:15"
"Trichter33","601d95ba49c0980001a824b8","чувак","61cdfc02f6470200011a0caa","69c93232af47f9a7b04f4503","2026-03-29 10:16"
"Shakazaramesh","5ef2945bbb96627c9ce5f63f","xenoxvx","656a6671f86dd57dbb5e2d65","69c93214af47f9a7b04f4492","2026-03-29 10:16"
"王俊凯","65337c686711b99177ed189b","Chuya","66549d4cc725af87c3aa9a34","69c9328f1acd7887e4664c64","2026-03-29 10:16"
"Charles Starling","6217a6c42bf3170001ff47e3","Bolin","699d7b669d3eec8df7e2e40f","69c93385af47f9a7b04f49c0","2026-03-29 10:17"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","wicked","62b58d581d1f72470f4628a0","69c932c9af47f9a7b04f4715","2026-03-29 10:18"
"Sandman5","68e3f9f00a56d04f694094b5","Nick.BY","5926b86352e6ca6c8c1463d7","69c933d1af47f9a7b04f4acd","2026-03-29 10:18"
"王俊凯","65337c686711b99177ed189b","Causey","661a69c5073f663c21b4bc35","69c93423af47f9a7b04f4bed","2026-03-29 10:19"
"Dissonans","60e09234213b0600019d912e","Joyenergizer","65ef376b2528c8b0fb2b5e4c","69c933501acd7887e4664e26","2026-03-29 10:20"
"AD","60b9334b8c57160001234161","syurenuko","684825d39f0e9a808a7a3994","69c933ef1acd7887e4664fa6","2026-03-29 10:20"
"ThunDEr","677e94b79651fd942acb3fa4","Bolin","699d7b669d3eec8df7e2e40f","69c9344eaf47f9a7b04f4c88","2026-03-29 10:21"
"BRAMSAYTH","63651f8edc3edc1636abceb7","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c933f51acd7887e4664fb8","2026-03-29 10:22"
"Sandman5","68e3f9f00a56d04f694094b5","AncientField329","68d036a2f96ce00928908c21","69c934d9af47f9a7b04f4e9b","2026-03-29 10:22"
"Aaryan22","657021f7412bfd95aad62550","Martxel","5eb029cf97d6cf6940fbb2cc","69c932891acd7887e4664c5a","2026-03-29 10:22"
"OKURA","61bb76b479d3b50001f745d0","Blanecin","5e8781f3b3ec177638be489a","69c930b61acd7887e466484c","2026-03-29 10:22"
"VerminAlt","6880ce85001dbcc3ae5f0d28","Risk taker","68a63f77c65f242ade34acb2","69c933ffaf47f9a7b04f4b77","2026-03-29 10:23"
"NowloNeverTilt","6385d55ff7176da32a51a546","чувак","61cdfc02f6470200011a0caa","69c93352af47f9a7b04f4911","2026-03-29 10:23"
"meisuny","67f65b6e9d3797a6f5468c32","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c933b2af47f9a7b04f4a59","2026-03-29 10:23"
"TimBa","5a63b1757a437a09c0a305dd","Astra","6336045b4f12b0f8225241d7","69c934111acd7887e4664fef","2026-03-29 10:23"
"oyche doniz","64c3f1de3325e32e0fcada4a","Loan","5e866b87b3ec17798078a43b","69c931dbaf47f9a7b04f43db","2026-03-29 10:24"
"PechSPinho","5e9662142ad6cfadc8e2db9d","[TNT] TreezErik","5d46fa671d34a0315c268ad0","69c934191acd7887e4665001","2026-03-29 10:25"
"Chuya","66549d4cc725af87c3aa9a34","王俊凯","65337c686711b99177ed189b","69c9350e1acd7887e4665243","2026-03-29 10:26"
"Causey","661a69c5073f663c21b4bc35","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c934e21acd7887e46651ee","2026-03-29 10:26"
"achmedsender","5a1606e2f370149bf01ab594","irrational","65ba97ce8b2ba0c747ffa3b7","69c9342f1acd7887e466503b","2026-03-29 10:26"
"拉麵","65babbbbcd35c5966241eff6","ThunDEr","677e94b79651fd942acb3fa4","69c9354f1acd7887e46652d2","2026-03-29 10:26"
"Kazuyanpi15","62f98280984cca8f85927223","syurenuko","684825d39f0e9a808a7a3994","69c93544af47f9a7b04f501d","2026-03-29 10:26"
"BRAMSAYTH","63651f8edc3edc1636abceb7","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c935acaf47f9a7b04f5161","2026-03-29 10:28"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","AncientField329","68d036a2f96ce00928908c21","69c9358eaf47f9a7b04f510e","2026-03-29 10:28"
"Angoose52","5828eccb9cbb976514169e66","拉麵","65babbbbcd35c5966241eff6","69c934ea1acd7887e4665200","2026-03-29 10:28"
"Causey","661a69c5073f663c21b4bc35","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c9369a1acd7887e46655ed","2026-03-29 10:29"
"чувак","61cdfc02f6470200011a0caa","Trichter33","601d95ba49c0980001a824b8","69c9359e1acd7887e46653ac","2026-03-29 10:30"
"ThunDEr","677e94b79651fd942acb3fa4","Devidx","649ee4e4725fb962f9826acc","69c93680a3718e9c4585d66d","2026-03-29 10:30"
"Ringo","6046c8a097019400018ea4cf","Nick.BY","5926b86352e6ca6c8c1463d7","69c934951acd7887e466512f","2026-03-29 10:32"
"ThunDEr","677e94b79651fd942acb3fa4","yuyux32","65a3fa0c053e0780db54fd4b","69c9375e1acd7887e4665796","2026-03-29 10:32"
"чувак","61cdfc02f6470200011a0caa","[TNT] TreezErik","5d46fa671d34a0315c268ad0","69c9365caf47f9a7b04f5382","2026-03-29 10:33"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c93797af47f9a7b04f5839","2026-03-29 10:33"
"王俊凯","65337c686711b99177ed189b","Sandman5","68e3f9f00a56d04f694094b5","69c936581acd7887e4665541","2026-03-29 10:33"
"Aaryan22","657021f7412bfd95aad62550","Yiğit Onur","628a020c86224535a595335f","69c9356c1acd7887e4665322","2026-03-29 10:33"
"OKURA","61bb76b479d3b50001f745d0","AncientField329","68d036a2f96ce00928908c21","69c936d3af47f9a7b04f552e","2026-03-29 10:33"
"Bolin","699d7b669d3eec8df7e2e40f","Fã do Dado K","6227feb9e7a8b70001576aeb","69c93638af47f9a7b04f5302","2026-03-29 10:33"
"Trichter33","601d95ba49c0980001a824b8","Yanek","5e625daa90d6cfa438a867a6","69c93774af47f9a7b04f57bc","2026-03-29 10:34"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c93797af47f9a7b04f5839","2026-03-29 10:34"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c93812af47f9a7b04f59d3","2026-03-29 10:35"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c938251acd7887e466594c","2026-03-29 10:36"
"Sandman5","68e3f9f00a56d04f694094b5","Joyenergizer","65ef376b2528c8b0fb2b5e4c","69c937f8af47f9a7b04f5985","2026-03-29 10:36"
"Yanek","5e625daa90d6cfa438a867a6","[TNT] TreezErik","5d46fa671d34a0315c268ad0","69c93814af47f9a7b04f59da","2026-03-29 10:37"
"irrational","65ba97ce8b2ba0c747ffa3b7","WASf","5f96a51816c6a50001fa01e5","69c936ab1acd7887e4665615","2026-03-29 10:37"
"AncientField329","68d036a2f96ce00928908c21","Bolin","699d7b669d3eec8df7e2e40f","69c93818af47f9a7b04f59e6","2026-03-29 10:37"
"Loan","5e866b87b3ec17798078a43b","klint","6735abfd3d532af30d952b5a","69c936301acd7887e46654e8","2026-03-29 10:37"
"ThunDEr","677e94b79651fd942acb3fa4","NeckLess","5ae027ff8861ee3ec0d5d735","69c937cb1acd7887e4665886","2026-03-29 10:37"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","Causey","661a69c5073f663c21b4bc35","69c93840af47f9a7b04f5a87","2026-03-29 10:38"
"Yanek","5e625daa90d6cfa438a867a6","[TNT] TreezErik","5d46fa671d34a0315c268ad0","69c939001acd7887e4665b4d","2026-03-29 10:39"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c938fa1acd7887e4665b3c","2026-03-29 10:39"
"Causey","661a69c5073f663c21b4bc35","BRAMSAYTH","63651f8edc3edc1636abceb7","69c93931af47f9a7b04f5df6","2026-03-29 10:39"
"Angoose52","5828eccb9cbb976514169e66","Chuya","66549d4cc725af87c3aa9a34","69c937121acd7887e46656fc","2026-03-29 10:39"
"Causey","661a69c5073f663c21b4bc35","BRAMSAYTH","63651f8edc3edc1636abceb7","69c939851acd7887e4665c75","2026-03-29 10:40"
"AD","60b9334b8c57160001234161","Corn Exchange","6985ba17c0114569de407218","69c938f61acd7887e4665b35","2026-03-29 10:41"
"WASf","5f96a51816c6a50001fa01e5","Sandman5","68e3f9f00a56d04f694094b5","69c938e6af47f9a7b04f5cda","2026-03-29 10:42"
"pyon","68240ae1526ef376efacb4ec","wichura240","68767692157557d5c76a0ab6","69c938deaf47f9a7b04f5cbe","2026-03-29 10:42"
"чувак","61cdfc02f6470200011a0caa","Trichter33","601d95ba49c0980001a824b8","69c9384caf47f9a7b04f5abe","2026-03-29 10:43"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","BRAMSAYTH","63651f8edc3edc1636abceb7","69c938fa1acd7887e4665b3c","2026-03-29 10:43"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","xiwang","696e0e6fe76a00570552d609","69c9387baf47f9a7b04f5b6a","2026-03-29 10:43"
"thomas7eme","5ef89d2d8f01a05300030185","MattLeTiss","5ed25d45bb39467ce8402707","69c93805af47f9a7b04f59a6","2026-03-29 10:43"
"meisuny","67f65b6e9d3797a6f5468c32","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c9393faf47f9a7b04f5e30","2026-03-29 10:44"
"icke","684851803040424977f68e91","SeVi","638e0652d051603b006efcf3","69c939d11acd7887e4665d3b","2026-03-29 10:44"
"Bolin","699d7b669d3eec8df7e2e40f","ThunDEr","677e94b79651fd942acb3fa4","69c939241acd7887e4665b92","2026-03-29 10:45"
"Yanek","5e625daa90d6cfa438a867a6","あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","69c939a01acd7887e4665cb8","2026-03-29 10:46"
"Causey","661a69c5073f663c21b4bc35","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","69c93a521acd7887e4665e47","2026-03-29 10:46"
"Chuya","66549d4cc725af87c3aa9a34","AD","60b9334b8c57160001234161","69c939efaf47f9a7b04f60a3","2026-03-29 10:46"
"ymot","5c296804097d019c9053201b","Joyenergizer","65ef376b2528c8b0fb2b5e4c","69c93903af47f9a7b04f5d4b","2026-03-29 10:46"
"чувак","61cdfc02f6470200011a0caa","Trichter33","601d95ba49c0980001a824b8","69c93a79a8f63493f5aa9abc","2026-03-29 10:47"
"ManLikeSFP","5c334e23ff3dc91f48cfd6ad","klint","6735abfd3d532af30d952b5a","69c938f8af47f9a7b04f5d1b","2026-03-29 10:47"
"aero","6204e99c582e1f0001bd9a43","Frouser","676f1d87e37422d9da127424","69c93af41acd7887e4665fa4","2026-03-29 10:48"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","Causey","661a69c5073f663c21b4bc35","69c93b31af47f9a7b04f657f","2026-03-29 10:49"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","BRAMSAYTH","63651f8edc3edc1636abceb7","69c93b661acd7887e46660d9","2026-03-29 10:49"
"Yiğit Onur","628a020c86224535a595335f","OKURA","61bb76b479d3b50001f745d0","69c9381caf47f9a7b04f59f4","2026-03-29 10:49"
"Yanek","5e625daa90d6cfa438a867a6","meisuny","67f65b6e9d3797a6f5468c32","69c93b2c1acd7887e4666043","2026-03-29 10:50"
"xiwang","696e0e6fe76a00570552d609","j@..o/p","680340b9725c7dad3775a123","69c93a7f1acd7887e4665ea0","2026-03-29 10:50"
"Kayden","5759d0d2c3eb4f349c4974fa","Pirik","669e6134d95d857a27cbc0cd","69c93a6f1acd7887e4665e78","2026-03-29 10:50"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","Chuya","66549d4cc725af87c3aa9a34","69c93b3d1acd7887e466606d","2026-03-29 10:51"
"icke","684851803040424977f68e91","AD","60b9334b8c57160001234161","69c93afe1acd7887e4665fbe","2026-03-29 10:51"
"thomas7eme","5ef89d2d8f01a05300030185","MattLeTiss","5ed25d45bb39467ce8402707","69c93a9eaf47f9a7b04f6371","2026-03-29 10:51"
"B.DIDIER","6545155af22d15e9449cc5af","pyon","68240ae1526ef376efacb4ec","69c93ae41acd7887e4665f77","2026-03-29 10:51"
"Trichter33","601d95ba49c0980001a824b8","чувак","61cdfc02f6470200011a0caa","69c93b851acd7887e4666112","2026-03-29 10:52"
"koekemonster","602ea9c05fa0b100010db2b3","meisuny","67f65b6e9d3797a6f5468c32","69c93c0c1acd7887e4666240","2026-03-29 10:52"
"Psylaris","59dad8dd5d2de4db8036e36c","Raqhi","67d48df5e116b8cd2a7fa3f7","69c93b61af47f9a7b04f6642","2026-03-29 10:52"
"TimBa","5a63b1757a437a09c0a305dd","flip","62d17768b606b7fe332f9604","69c9376fa8f63493f5aa9a01","2026-03-29 10:52"
"aero","6204e99c582e1f0001bd9a43","koekemonster","602ea9c05fa0b100010db2b3","69c93bc4af47f9a7b04f67d0","2026-03-29 10:53"
"ymot","5c296804097d019c9053201b","zach","621783eaab08b80001371858","69c93b80af47f9a7b04f66ba","2026-03-29 10:53"
"Kazuyanpi15","62f98280984cca8f85927223","joguessr.cat","61eaa9d074c4c50001ec8e5e","69c9366a1acd7887e4665571","2026-03-29 10:53"
"Adle Hebue","665617932c528822c8b202f2","WASf","5f96a51816c6a50001fa01e5","69c93a8eaf47f9a7b04f632b","2026-03-29 10:54"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","Causey","661a69c5073f663c21b4bc35","69c93bddaf47f9a7b04f682f","2026-03-29 10:54"
"Bolin","699d7b669d3eec8df7e2e40f","ThunDEr","677e94b79651fd942acb3fa4","69c93af31acd7887e4665fa1","2026-03-29 10:54"
"meisuny","67f65b6e9d3797a6f5468c32","koekemonster","602ea9c05fa0b100010db2b3","69c93c9baf47f9a7b04f6b1d","2026-03-29 10:55"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","Yanek","5e625daa90d6cfa438a867a6","69c93c77af47f9a7b04f6a81","2026-03-29 10:56"
"AD","60b9334b8c57160001234161","Pirik","669e6134d95d857a27cbc0cd","69c93c30af47f9a7b04f694e","2026-03-29 10:56"
"Nick.BY","5926b86352e6ca6c8c1463d7","Chuya","66549d4cc725af87c3aa9a34","69c93cceaf47f9a7b04f6bda","2026-03-29 10:57"
"Raqhi","67d48df5e116b8cd2a7fa3f7","zach","621783eaab08b80001371858","69c93cd11acd7887e46663f7","2026-03-29 10:58"
"Norbiertusz","623df08fb17af4cb711a7b38","B.DIDIER","6545155af22d15e9449cc5af","69c93c6b1acd7887e46662f5","2026-03-29 10:58"
"meisuny","67f65b6e9d3797a6f5468c32","koekemonster","602ea9c05fa0b100010db2b3","69c93d30af47f9a7b04f6d49","2026-03-29 10:59"
"あほパフェ（レート剥奪ニキ）","64ba59fa5e29f358854d344f","koekemonster","602ea9c05fa0b100010db2b3","69c93cf5a8f63493f5aa9b45","2026-03-29 10:59"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","j@..o/p","680340b9725c7dad3775a123","69c93c5eaf47f9a7b04f6a19","2026-03-29 10:59"
"Causey","661a69c5073f663c21b4bc35","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","69c93d561acd7887e4666530","2026-03-29 11:00"
"icke","684851803040424977f68e91","flaky htf","60ae985660d1f000019f0ef1","69c93cc9af47f9a7b04f6bc4","2026-03-29 11:00"
"чувак","61cdfc02f6470200011a0caa","Trichter33","601d95ba49c0980001a824b8","69c93d0eaf47f9a7b04f6cc4","2026-03-29 11:01"
"Shakazaramesh","5ef2945bbb96627c9ce5f63f","xiwang","696e0e6fe76a00570552d609","69c93c251acd7887e4666275","2026-03-29 11:01"
"AD","60b9334b8c57160001234161","陀飞轮","664890bee33770c5d3492d55","69c93d72af47f9a7b04f6e41","2026-03-29 11:01"
"чувак","61cdfc02f6470200011a0caa","kouuli","61484b52add2db00018fe1ec","69c93e17af47f9a7b04f7073","2026-03-29 11:02"
"koekemonster","602ea9c05fa0b100010db2b3","meisuny","67f65b6e9d3797a6f5468c32","69c93e301acd7887e46666c6","2026-03-29 11:02"
"koekemonster","602ea9c05fa0b100010db2b3","meisuny","67f65b6e9d3797a6f5468c32","69c93e301acd7887e46666c6","2026-03-29 11:03"
"Pirik","669e6134d95d857a27cbc0cd","Devidx","649ee4e4725fb962f9826acc","69c93d70af47f9a7b04f6e39","2026-03-29 11:03"
"ThunDEr","677e94b79651fd942acb3fa4","JEANBIANCE","5f646834bcfad70001427a3a","69c93cedaf47f9a7b04f6c4e","2026-03-29 11:03"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","j@..o/p","680340b9725c7dad3775a123","69c93e7caf47f9a7b04f71aa","2026-03-29 11:04"
"Raqhi","67d48df5e116b8cd2a7fa3f7","B.DIDIER","6545155af22d15e9449cc5af","69c93e04a8f63493f5aa9ba5","2026-03-29 11:04"
"flaky htf","60ae985660d1f000019f0ef1","yakisaba","63cefde6f824a9096ddc950e","69c93eaca8f63493f5aa9c06","2026-03-29 11:04"
"notice that opportunity lurks","64a487c9cd74917a4fac0c92","Nick.BY","5926b86352e6ca6c8c1463d7","69c93dceaf47f9a7b04f6f83","2026-03-29 11:05"
"Chuya","66549d4cc725af87c3aa9a34","zach","621783eaab08b80001371858","69c93df4a8f63493f5aa9b9f","2026-03-29 11:05"
"AD","60b9334b8c57160001234161","Causey","661a69c5073f663c21b4bc35","69c93ea2af47f9a7b04f7238","2026-03-29 11:05"
"Yanek","5e625daa90d6cfa438a867a6","emshanoff","60a55176895a250001d9e2d8","69c93d5aaf47f9a7b04f6de5","2026-03-29 11:07"
"xiwang","696e0e6fe76a00570552d609","Akseli","5e1b4bfcd202e15b74662708","69c93ed4af47f9a7b04f72d6","2026-03-29 11:07"
"陀飞轮","664890bee33770c5d3492d55","Bolin","699d7b669d3eec8df7e2e40f","69c93e865e8a98284a8ffbf8","2026-03-29 11:07"
