"pluwadi","66b3eb653e680cb97150ce62","LEMAPPEUR4","623e2d9e7b43375b4a5d3a59","6933b7655a91b5e8b5c39e99","2025-12-06 00:01"
"BarryTheBlizzard❄️☃️","62be7867aa13616722f8dd4a","wafflyss","6068a918d8694000010952a2","6934aba87956cf3291e95379","2025-12-06 17:26"
"skill issve","6128825a98c48300012311be","Mati_01","626d0e7318005f1f25a53151","6934ac96e71318b28fb0b0a3","2025-12-06 17:29"
"plotter","674c4756fb60b9f111e6e0b4","joniber","60cf2c9800ea7b00015231a2","6934ad6aed6e5d35d8e4c746","2025-12-06 17:30"
"masamune","60b36d8fbba4ea0001ba5dc5","cozy","5eee1ae86a7c6a4edc0f7f94","6934ad56e71318b28fb0b195","2025-12-06 17:30"
"Blinkdżer","6779dd59790e7d52ce4c2c79","Gaizkaiser","61e67e2b8a1e1100013538d3","6934ad6ced6e5d35d8e4c749","2025-12-06 17:31"
"Evanz","6639ae194e1ab21938887f4a","irrational","65ba97ce8b2ba0c747ffa3b7","6934a9ba7956cf3291e950e4","2025-12-06 17:31"
"Blanecin","5e8781f3b3ec177638be489a","layy ♡","603df174d3dc740001da871a","6934ac337956cf3291e95420","2025-12-06 17:31"
"wafflyss","6068a918d8694000010952a2","BarryTheBlizzard❄️☃️","62be7867aa13616722f8dd4a","6934addc7956cf3291e95621","2025-12-06 17:32"
"Rob","61b27223ef496e000183c99e","Geoguesser Demon","60466b19d97e7d0001e8aefb","6934adf6e71318b28fb0b279","2025-12-06 17:32"
"Capi","5f29c8819762af0001d89a97","Mati_01","626d0e7318005f1f25a53151","6934ae6fe71318b28fb0b318","2025-12-06 17:33"
"Gaizkaiser","61e67e2b8a1e1100013538d3","skill issve","6128825a98c48300012311be","6934aed57956cf3291e95776","2025-12-06 17:35"
"Rob","61b27223ef496e000183c99e","Geoguesser Demon","60466b19d97e7d0001e8aefb","6934af0ee71318b28fb0b3dc","2025-12-06 17:36"
"Angelikastrato","5aae066718399e2758306701","Yannizo","628cdc4ddc700a7583b7c399","6934aecb7956cf3291e95760","2025-12-06 17:36"
"joniber","60cf2c9800ea7b00015231a2","Orion","5d691c90e9473f7c4058e6a5","6934ae787956cf3291e956f1","2025-12-06 17:37"
"Evandro","6227feb9e7a8b70001576aeb","Garvin","6365422af56937e0c19ad911","6934ae395985b2aff42e00b1","2025-12-06 17:37"
"Capi","5f29c8819762af0001d89a97","masamune","60b36d8fbba4ea0001ba5dc5","6934af3f7956cf3291e9580b","2025-12-06 17:38"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Mati_01","626d0e7318005f1f25a53151","6934afc2e71318b28fb0b4b7","2025-12-06 17:39"
"BarryTheBlizzard❄️☃️","62be7867aa13616722f8dd4a","plotter","674c4756fb60b9f111e6e0b4","6934af1f7956cf3291e957da","2025-12-06 17:40"
"Orion","5d691c90e9473f7c4058e6a5","joniber","60cf2c9800ea7b00015231a2","6934b025ed6e5d35d8e4ca7c","2025-12-06 17:40"
"Angelikastrato","5aae066718399e2758306701","Rob","61b27223ef496e000183c99e","6934b019d3cd36dfb8902f8a","2025-12-06 17:41"
"Evanz","6639ae194e1ab21938887f4a","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934af2e7956cf3291e957f4","2025-12-06 17:42"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Mati_01","626d0e7318005f1f25a53151","6934b0afa1940edb823715f5","2025-12-06 17:43"
"GeoChiko","637129eb9d737c55a520a3e3","Geoguesser Demon","60466b19d97e7d0001e8aefb","6934b0e97956cf3291e959f8","2025-12-06 17:44"
"skill issve","6128825a98c48300012311be","Evandro","6227feb9e7a8b70001576aeb","6934b03aed6e5d35d8e4ca95","2025-12-06 17:45"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Mati_01","626d0e7318005f1f25a53151","6934b1a1e71318b28fb0b752","2025-12-06 17:46"
"masamune","60b36d8fbba4ea0001ba5dc5","Capi","5f29c8819762af0001d89a97","6934b054ed6e5d35d8e4cab4","2025-12-06 17:47"
"Rob","61b27223ef496e000183c99e","Angelikastrato","5aae066718399e2758306701","6934b11fe71318b28fb0b69a","2025-12-06 17:48"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Mati_01","626d0e7318005f1f25a53151","6934b250e71318b28fb0b835","2025-12-06 17:49"
"plotter","674c4756fb60b9f111e6e0b4","Orion","5d691c90e9473f7c4058e6a5","6934b0dee71318b28fb0b645","2025-12-06 17:50"
"GeoChiko","637129eb9d737c55a520a3e3","allie","612958d26962f50001ae89d2","6934b21fe71318b28fb0b7eb","2025-12-06 17:50"
"Angelikastrato","5aae066718399e2758306701","Mati_01","626d0e7318005f1f25a53151","6934b3017956cf3291e95c6b","2025-12-06 17:53"
"Rob","61b27223ef496e000183c99e","Geoguesser Demon","60466b19d97e7d0001e8aefb","6934b2dd7956cf3291e95c40","2025-12-06 17:54"
"joniber","60cf2c9800ea7b00015231a2","Capi","5f29c8819762af0001d89a97","6934b2957956cf3291e95bef","2025-12-06 17:56"
"Orion","5d691c90e9473f7c4058e6a5","Gaizkaiser","61e67e2b8a1e1100013538d3","6934b351e71318b28fb0b968","2025-12-06 17:57"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","Evanz","6639ae194e1ab21938887f4a","6934b152e71318b28fb0b6e1","2025-12-06 17:57"
"Angelikastrato","5aae066718399e2758306701","Rob","61b27223ef496e000183c99e","6934b436ed6e5d35d8e4cf42","2025-12-06 17:59"
"plotter","674c4756fb60b9f111e6e0b4","BarryTheBlizzard❄️☃️","62be7867aa13616722f8dd4a","6934b3bc7956cf3291e95d56","2025-12-06 18:01"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Orion","5d691c90e9473f7c4058e6a5","6934b4fd7956cf3291e95edb","2025-12-06 18:02"
"Geoguesser Demon","60466b19d97e7d0001e8aefb","Monarier","5d45566324ec173888d619a4","6934b542ed6e5d35d8e4d071","2025-12-06 18:03"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","GeoChiko","637129eb9d737c55a520a3e3","6934b484e71318b28fb0badd","2025-12-06 18:03"
"Biquette","5b2b90dfaf2b2a3cd8a2758c","Atka","60d9e5f81ab8d30001297f12","6934b4a5ed6e5d35d8e4cfb8","2025-12-06 18:05"
"Norbert","61b40084a8414400018d958a","Lau","5ac473086d08340f706296b6","6934b443ed6e5d35d8e4cf4e","2025-12-06 18:06"
"Capi","5f29c8819762af0001d89a97","joniber","60cf2c9800ea7b00015231a2","6934b4cc7956cf3291e95e9a","2025-12-06 18:06"
"BarryTheBlizzard❄️☃️","62be7867aa13616722f8dd4a","Gaizkaiser","61e67e2b8a1e1100013538d3","6934b666e71318b28fb0bd60","2025-12-06 18:07"
"plotter","674c4756fb60b9f111e6e0b4","Orion","5d691c90e9473f7c4058e6a5","6934b6117956cf3291e9600f","2025-12-06 18:07"
"Jamabi","5e5fcc1326bbda5284e824cf","masamune","60b36d8fbba4ea0001ba5dc5","6934b62d7956cf3291e96030","2025-12-06 18:08"
"Angelikastrato","5aae066718399e2758306701","Rob","61b27223ef496e000183c99e","6934b578e71318b28fb0bc26","2025-12-06 18:10"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","cozy","5eee1ae86a7c6a4edc0f7f94","6934b6507956cf3291e96054","2025-12-06 18:10"
"Jamabi","5e5fcc1326bbda5284e824cf","Gaizkaiser","61e67e2b8a1e1100013538d3","6934b783e71318b28fb0beb1","2025-12-06 18:12"
"Biquette","5b2b90dfaf2b2a3cd8a2758c","joniber","60cf2c9800ea7b00015231a2","6934b6ebed6e5d35d8e4d229","2025-12-06 18:12"
"GeoChiko","637129eb9d737c55a520a3e3","Monarier","5d45566324ec173888d619a4","6934b7817956cf3291e961cf","2025-12-06 18:13"
"Orion","5d691c90e9473f7c4058e6a5","plotter","674c4756fb60b9f111e6e0b4","6934b7457956cf3291e9618a","2025-12-06 18:15"
"Rob","61b27223ef496e000183c99e","Monarier","5d45566324ec173888d619a4","6934b893ed6e5d35d8e4d3db","2025-12-06 18:16"
"Lau","5ac473086d08340f706296b6","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934b6ee7956cf3291e96110","2025-12-06 18:16"
"Angelikastrato","5aae066718399e2758306701","GeoChiko","637129eb9d737c55a520a3e3","6934b8ade71318b28fb0c004","2025-12-06 18:17"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","backf1ow","6562b7811b1454b2437507f8","6934b8a6ed6e5d35d8e4d3ef","2025-12-06 18:18"
"fygg","6903ae4f4157ce8736819f9b","cozy","5eee1ae86a7c6a4edc0f7f94","6934b7c4e71318b28fb0bef5","2025-12-06 18:19"
"plotter","674c4756fb60b9f111e6e0b4","Orion","5d691c90e9473f7c4058e6a5","6934b95e7956cf3291e963e1","2025-12-06 18:20"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Biquette","5b2b90dfaf2b2a3cd8a2758c","6934b8fce71318b28fb0c067","2025-12-06 18:21"
"joniber","60cf2c9800ea7b00015231a2","skill issve","6128825a98c48300012311be","6934b89aed6e5d35d8e4d3df","2025-12-06 18:21"
"Rob","61b27223ef496e000183c99e","Monarier","5d45566324ec173888d619a4","6934b953e71318b28fb0c0d1","2025-12-06 18:22"
"backf1ow","6562b7811b1454b2437507f8","Th0rsten","60cb8b691ab8d30001267473","6934b9b27956cf3291e96426","2025-12-06 18:22"
"GeoChiko","637129eb9d737c55a520a3e3","Angelikastrato","5aae066718399e2758306701","6934b97bd3cd36dfb89030f7","2025-12-06 18:23"
"backf1ow","6562b7811b1454b2437507f8","Th0rsten","60cb8b691ab8d30001267473","6934bab57956cf3291e96552","2025-12-06 18:25"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","cozy","5eee1ae86a7c6a4edc0f7f94","6934b9dced6e5d35d8e4d505","2025-12-06 18:26"
"Gaizkaiser","61e67e2b8a1e1100013538d3","drobec","66f6f724dc55f1b787b0cf96","6934ba92ed6e5d35d8e4d5ba","2025-12-06 18:27"
"Biquette","5b2b90dfaf2b2a3cd8a2758c","skill issve","6128825a98c48300012311be","6934baa17956cf3291e9653e","2025-12-06 18:29"
"GeoChiko","637129eb9d737c55a520a3e3","Fructidor","5e3712631e34a03504349945","6934bb24e71318b28fb0c2bc","2025-12-06 18:29"
"Orion","5d691c90e9473f7c4058e6a5","plotter","674c4756fb60b9f111e6e0b4","6934ba75e71318b28fb0c209","2025-12-06 18:30"
"f0","67a17c9c1a536fd6dda0112c","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934b9a0e71318b28fb0c126","2025-12-06 18:30"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","cozy","5eee1ae86a7c6a4edc0f7f94","6934bba2ed6e5d35d8e4d6fe","2025-12-06 18:30"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Biquette","5b2b90dfaf2b2a3cd8a2758c","6934bc76ed6e5d35d8e4d7da","2025-12-06 18:33"
"drobec","66f6f724dc55f1b787b0cf96","joniber","60cf2c9800ea7b00015231a2","6934bc08ed6e5d35d8e4d765","2025-12-06 18:33"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","skill issve","6128825a98c48300012311be","6934bc96d3cd36dfb8903158","2025-12-06 18:34"
"fygg","6903ae4f4157ce8736819f9b","はやぴー","63c2fb1d3a6897fe7fa9b83c","6934bb6ee71318b28fb0c302","2025-12-06 18:34"
"Orion","5d691c90e9473f7c4058e6a5","Mathias","650a2d21361d5316c35b4efe","6934bc96ed6e5d35d8e4d800","2025-12-06 18:37"
"drobec","66f6f724dc55f1b787b0cf96","Jamabi","5e5fcc1326bbda5284e824cf","6934bd6de71318b28fb0c506","2025-12-06 18:38"
"f0","67a17c9c1a536fd6dda0112c","plotter","674c4756fb60b9f111e6e0b4","6934bdabed6e5d35d8e4d913","2025-12-06 18:40"
"Gaizkaiser","61e67e2b8a1e1100013538d3","Biquette","5b2b90dfaf2b2a3cd8a2758c","6934bd5bed6e5d35d8e4d8ba","2025-12-06 18:41"
"fygg","6903ae4f4157ce8736819f9b","skill issve","6128825a98c48300012311be","6934bd9be71318b28fb0c538","2025-12-06 18:41"
"GeoChiko","637129eb9d737c55a520a3e3","Fructidor","5e3712631e34a03504349945","6934bd40e71318b28fb0c4eb","2025-12-06 18:41"
"Jamabi","5e5fcc1326bbda5284e824cf","drobec","66f6f724dc55f1b787b0cf96","6934bea8e71318b28fb0c648","2025-12-06 18:42"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","Jackkincaid","5d698d4ab4ec17864c52c785","6934be15ed6e5d35d8e4d97b","2025-12-06 18:45"
"Jamabi","5e5fcc1326bbda5284e824cf","Gaizkaiser","61e67e2b8a1e1100013538d3","6934bf637956cf3291e96a5b","2025-12-06 18:48"
"skill issve","6128825a98c48300012311be","Biquette","5b2b90dfaf2b2a3cd8a2758c","6934bf19ed6e5d35d8e4da73","2025-12-06 18:50"
"Mathias","650a2d21361d5316c35b4efe","Orion","5d691c90e9473f7c4058e6a5","6934bea241b79f6f0b63a94f","2025-12-06 18:51"
"drobec","66f6f724dc55f1b787b0cf96","GeoChiko","637129eb9d737c55a520a3e3","6934c01b7956cf3291e96b2c","2025-12-06 18:51"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","🦚DeTorontoก็็็็็็็็็็็็˘ ᵜ ˘⍝","618ca2b237a5fe00018ec7b0","6934c0a1e71318b28fb0c836","2025-12-06 18:52"
"fygg","6903ae4f4157ce8736819f9b","Th0rsten","60cb8b691ab8d30001267473","6934c0f0e71318b28fb0c886","2025-12-06 18:53"
"Angelikastrato","5aae066718399e2758306701","Stepan","63250552a357286d034ee3bd","6934c115e71318b28fb0c8b4","2025-12-06 18:53"
"Orion","5d691c90e9473f7c4058e6a5","Gaizkaiser","61e67e2b8a1e1100013538d3","6934c184ed6e5d35d8e4dc78","2025-12-06 18:57"
"GeoChiko","637129eb9d737c55a520a3e3","drobec","66f6f724dc55f1b787b0cf96","6934c1dee71318b28fb0c980","2025-12-06 18:59"
"Forzapeking34 (retired)","6378e5b8df00baa4d44e4391","fygg","6903ae4f4157ce8736819f9b","6934c232e71318b28fb0c9d2","2025-12-06 18:59"
"Orion","5d691c90e9473f7c4058e6a5","Gaizkaiser","61e67e2b8a1e1100013538d3","6934c2d97956cf3291e96e23","2025-12-06 19:01"
"Llewkcor","58176b7d690835d1183d85a5","#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","6934c1cee71318b28fb0c971","2025-12-06 19:01"
"drobec","66f6f724dc55f1b787b0cf96","Gaizkaiser","61e67e2b8a1e1100013538d3","6934c3f6ed6e5d35d8e4ded2","2025-12-06 19:07"
"Geoguesser Demon","60466b19d97e7d0001e8aefb","HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","6934c4777956cf3291e96fd2","2025-12-06 19:07"
"Orion","5d691c90e9473f7c4058e6a5","skill issve","6128825a98c48300012311be","6934c480ed6e5d35d8e4df30","2025-12-06 19:10"
"Orion","5d691c90e9473f7c4058e6a5","skill issve","6128825a98c48300012311be","6934c64fd3cd36dfb89032b7","2025-12-06 19:18"
"マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","LEMAPPEUR4","623e2d9e7b43375b4a5d3a59","6934c738e71318b28fb0cdd2","2025-12-06 19:19"
"fygg","6903ae4f4157ce8736819f9b","HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","6934c75eed6e5d35d8e4e18e","2025-12-06 19:22"
"skill issve","6128825a98c48300012311be","fygg","6903ae4f4157ce8736819f9b","6934c8a8ed6e5d35d8e4e2a3","2025-12-06 19:24"
"Ayura","66acbec3e13e3e4d0fcc6a14","Forzapeking34 (retired)","6378e5b8df00baa4d44e4391","6934c841ed6e5d35d8e4e24c","2025-12-06 19:25"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","Kilkum","61b228be008ec800015ff0a9","6934c68bed6e5d35d8e4e0ed","2025-12-06 19:28"
"fygg","6903ae4f4157ce8736819f9b","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934c9b2e71318b28fb0cfc1","2025-12-06 19:28"
"Orion","5d691c90e9473f7c4058e6a5","skill issve","6128825a98c48300012311be","6934c98ded6e5d35d8e4e33b","2025-12-06 19:29"
"skill issve","6128825a98c48300012311be","fygg","6903ae4f4157ce8736819f9b","6934ca757956cf3291e9757f","2025-12-06 19:33"
"trulybuzzy","5fb20f55d3f912000124d619","fygg","6903ae4f4157ce8736819f9b","6934cb9b7956cf3291e9766c","2025-12-06 19:40"
"fygg","6903ae4f4157ce8736819f9b","Jackkincaid","5d698d4ab4ec17864c52c785","6934cd60ed6e5d35d8e4e5ee","2025-12-06 19:46"
"fygg","6903ae4f4157ce8736819f9b","Th0rsten","60cb8b691ab8d30001267473","6934cf147956cf3291e9794e","2025-12-06 19:52"
"fygg","6903ae4f4157ce8736819f9b","trulybuzzy","5fb20f55d3f912000124d619","6934cfb7a1940edb82371924","2025-12-06 20:00"
"layy ♡","603df174d3dc740001da871a","Stepan","63250552a357286d034ee3bd","6934d139e71318b28fb0d489","2025-12-06 20:02"
"trulybuzzy","5fb20f55d3f912000124d619","fygg","6903ae4f4157ce8736819f9b","6934d1a6e71318b28fb0d4ca","2025-12-06 20:07"
"HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","Forzapeking34 (retired)","6378e5b8df00baa4d44e4391","6934d2b97956cf3291e97c6f","2025-12-06 20:08"
"HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","fygg","6903ae4f4157ce8736819f9b","6934d37aed6e5d35d8e4e9f2","2025-12-06 20:13"
"Biquette","5b2b90dfaf2b2a3cd8a2758c","trulybuzzy","5fb20f55d3f912000124d619","6934d3f9ed6e5d35d8e4ea42","2025-12-06 20:17"
"HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934d4a7ed6e5d35d8e4eab0","2025-12-06 20:18"
"layy ♡","603df174d3dc740001da871a","#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","6934d48a7956cf3291e97dec","2025-12-06 20:19"
"Nirvanhaine","5ea6984397d6cf4a547fae04","trulybuzzy","5fb20f55d3f912000124d619","6934d5dfed6e5d35d8e4eb74","2025-12-06 20:21"
"HabibiBlocksBerq","664660bfcf2ee8eaab3f0f4f","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934d5ef7956cf3291e97efa","2025-12-06 20:21"
"looer_h","627823ed8874df9dd7c83fae","Nirvanhaine","5ea6984397d6cf4a547fae04","6934d6aaed6e5d35d8e4ebf0","2025-12-06 20:28"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","GeoGecko","623515933d5db5c76a44ab32","6934d6b5ed6e5d35d8e4ebfb","2025-12-06 20:29"
"trulybuzzy","5fb20f55d3f912000124d619","Stepan","63250552a357286d034ee3bd","6934d70c7956cf3291e97fce","2025-12-06 20:30"
"Ziga","5f864ab232173400011bd862","looer_h","627823ed8874df9dd7c83fae","6934d877ed6e5d35d8e4ed08","2025-12-06 20:37"
"pluwadi","66b3eb653e680cb97150ce62","trulybuzzy","5fb20f55d3f912000124d619","6934d8b87956cf3291e98108","2025-12-06 20:38"
"#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934daead3cd36dfb89035da","2025-12-06 20:42"
"rafat","62179a5c8e88d400010d91ea","Stepan","63250552a357286d034ee3bd","6934db2d7956cf3291e982e4","2025-12-06 20:44"
"pluwadi","66b3eb653e680cb97150ce62","looer_h","627823ed8874df9dd7c83fae","6934da92ed6e5d35d8e4ee15","2025-12-06 20:47"
"looer_h","627823ed8874df9dd7c83fae","pluwadi","66b3eb653e680cb97150ce62","6934dcc37956cf3291e9840e","2025-12-06 20:55"
"Ihaveissues999657","60560e18b67eb80001a290a3","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934de30ed6e5d35d8e4f010","2025-12-06 20:55"
"fygg","6903ae4f4157ce8736819f9b","SwordSlicer56 (YT)","5f1ca5d2ce09d300017782f3","6934dd6f7956cf3291e98498","2025-12-06 20:57"
"fygg","6903ae4f4157ce8736819f9b","looer_h","627823ed8874df9dd7c83fae","6934def4ed6e5d35d8e4f076","2025-12-06 21:00"
"Raspberry","5e88bac13d4b6a2d8ca9f5a9","マカロニ拳法（makaken)","64ba59fa5e29f358854d344f","6934df03e71318b28fb0db5f","2025-12-06 21:00"
"pluwadi","66b3eb653e680cb97150ce62","Ihaveissues999657","60560e18b67eb80001a290a3","6934de717956cf3291e98548","2025-12-06 21:01"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","Olli7","5faf61bdd3f912000124184c","6934dd3ced6e5d35d8e4ef84","2025-12-06 21:02"
"SwordSlicer56 (YT)","5f1ca5d2ce09d300017782f3","Groucho","6701ac5ee964d817bdddd7a5","6934df5ed3cd36dfb89036d6","2025-12-06 21:03"
"fygg","6903ae4f4157ce8736819f9b","pluwadi","66b3eb653e680cb97150ce62","6934dfe17956cf3291e9866c","2025-12-06 21:08"
"looer_h","627823ed8874df9dd7c83fae","Raspberry","5e88bac13d4b6a2d8ca9f5a9","6934dfc4d3cd36dfb89036e9","2025-12-06 21:08"
"klingemann","67e8571421527a17dfbc69d4","𝘭𝘢𝘺𝘸𝘪𝘵𝘩𝘮𝘦","680bf936c521dece99692083","6934e1547956cf3291e98775","2025-12-06 21:09"
"fygg","6903ae4f4157ce8736819f9b","pluwadi","66b3eb653e680cb97150ce62","6934e17f7956cf3291e987a0","2025-12-06 21:12"
"looer_h","627823ed8874df9dd7c83fae","𝘭𝘢𝘺𝘸𝘪𝘵𝘩𝘮𝘦","680bf936c521dece99692083","6934e1c17956cf3291e987ce","2025-12-06 21:13"
"Raspberry","5e88bac13d4b6a2d8ca9f5a9","echeetah","61bd80d52f7bf10001258140","6934e1f77956cf3291e987fd","2025-12-06 21:16"
"fygg","6903ae4f4157ce8736819f9b","kmap","612081f109fe490001ad8fdf","6934e2cce71318b28fb0dced","2025-12-06 21:20"
"amerain1729","63e33f4b3e7d8e18758fd541","pluwadi","66b3eb653e680cb97150ce62","6934e27bed6e5d35d8e4f208","2025-12-06 21:20"
"アラメイン","68445484b91725e394c6e69d","looer_h","627823ed8874df9dd7c83fae","6934e34030ebaa0dc2033532","2025-12-06 21:22"
"𝘭𝘢𝘺𝘸𝘪𝘵𝘩𝘮𝘦","680bf936c521dece99692083","Syn","5fc86ba947bce10001a030ba","6934e3aded6e5d35d8e4f290","2025-12-06 21:23"
"kmap","612081f109fe490001ad8fdf","pluwadi","66b3eb653e680cb97150ce62","6934e4987956cf3291e989aa","2025-12-06 21:26"
"アラメイン","68445484b91725e394c6e69d","Syn","5fc86ba947bce10001a030ba","6934e4f97956cf3291e989e9","2025-12-06 21:30"
"Raspberry","5e88bac13d4b6a2d8ca9f5a9","Evandro","6227feb9e7a8b70001576aeb","6934e3a1e71318b28fb0dd4a","2025-12-06 21:31"
"amerain1729","63e33f4b3e7d8e18758fd541","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934e4807956cf3291e9899c","2025-12-06 21:32"
"pluwadi","66b3eb653e680cb97150ce62","looer_h","627823ed8874df9dd7c83fae","6934e5e6ed6e5d35d8e4f3a6","2025-12-06 21:32"
"Syn","5fc86ba947bce10001a030ba","Jackkincaid","5d698d4ab4ec17864c52c785","6934e6dd7956cf3291e98b32","2025-12-06 21:34"
"repler","624b0f92227874e6a1e26994","EarlHerbertJohnsonIII","68af8bc8323627378304a83c","6934e675e71318b28fb0de51","2025-12-06 21:39"
"pluwadi","66b3eb653e680cb97150ce62","#LeroyFucikToTheWC (Palmitas)","5c0450ca431965af44f4668e","6934e7b27956cf3291e98bb4","2025-12-06 21:39"
"amerain1729","63e33f4b3e7d8e18758fd541","looer_h","627823ed8874df9dd7c83fae","6934e742ed6e5d35d8e4f445","2025-12-06 21:41"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","baygopo","637d291e3b59f2fd6a197acf","6934e90bd3cd36dfb89038ad","2025-12-06 21:44"
"amerain1729","63e33f4b3e7d8e18758fd541","Syn","5fc86ba947bce10001a030ba","6934e974ed6e5d35d8e4f551","2025-12-06 21:45"
"EarlHerbertJohnsonIII","68af8bc8323627378304a83c","repler","624b0f92227874e6a1e26994","6934e96ad3cd36dfb89038c2","2025-12-06 21:47"
"pluwadi","66b3eb653e680cb97150ce62","looer_h","627823ed8874df9dd7c83fae","6934e94a7956cf3291e98cb6","2025-12-06 21:47"
"Evanz","6639ae194e1ab21938887f4a","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934e720ed6e5d35d8e4f434","2025-12-06 21:49"
"amerain1729","63e33f4b3e7d8e18758fd541","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934ea33ed6e5d35d8e4f5a8","2025-12-06 21:51"
"pluwadi","66b3eb653e680cb97150ce62","looer_h","627823ed8874df9dd7c83fae","6934ead77956cf3291e98db6","2025-12-06 21:56"
"baygopo","637d291e3b59f2fd6a197acf","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934eb987956cf3291e98e28","2025-12-06 21:57"
"EarlHerbertJohnsonIII","68af8bc8323627378304a83c","repler","624b0f92227874e6a1e26994","6934eb467956cf3291e98def","2025-12-06 21:59"
"amerain1729","63e33f4b3e7d8e18758fd541","Ravi Chintalacharuvu","62ccb7f2973590185c12675b","6934ec975985b2aff42e01aa","2025-12-06 22:01"
"layy ♡","603df174d3dc740001da871a","Jackkincaid","5d698d4ab4ec17864c52c785","6934eccae71318b28fb0e08b","2025-12-06 22:02"
"baygopo","637d291e3b59f2fd6a197acf","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934ed48e71318b28fb0e0bf","2025-12-06 22:04"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","Evanz","6639ae194e1ab21938887f4a","6934eb4bed6e5d35d8e4f628","2025-12-06 22:06"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","Ravi Chintalacharuvu","62ccb7f2973590185c12675b","6934eec8ed6e5d35d8e4f7a5","2025-12-06 22:07"
"justondra","61df4976e1e6740001db5096","layy ♡","603df174d3dc740001da871a","6934eeb27956cf3291e9902c","2025-12-06 22:09"
"EarlHerbertJohnsonIII","68af8bc8323627378304a83c","repler","624b0f92227874e6a1e26994","6934edf3ed6e5d35d8e4f75a","2025-12-06 22:10"
"Ringo","6046c8a097019400018ea4cf","simsson","603659630b13630001de6f9c","6934ed30ed6e5d35d8e4f703","2025-12-06 22:10"
"pluwadi","66b3eb653e680cb97150ce62","looer_h","627823ed8874df9dd7c83fae","6934ed2ded6e5d35d8e4f6fd","2025-12-06 22:11"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","Ravi Chintalacharuvu","62ccb7f2973590185c12675b","6934ef83ed6e5d35d8e4f7ed","2025-12-06 22:13"
"Laralicksfeet","67a9fdef2f3b3a38041738ed","mye","67d41e251c311713fa31dd60","6934efe5e71318b28fb0e19f","2025-12-06 22:16"
"Jackkincaid","5d698d4ab4ec17864c52c785","layy ♡","603df174d3dc740001da871a","6934f0bd7956cf3291e99167","2025-12-06 22:18"
"amerain1729","63e33f4b3e7d8e18758fd541","Evanz","6639ae194e1ab21938887f4a","6934efa87956cf3291e990cd","2025-12-06 22:20"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","shion","5ee4b5fc9d0ad24fd05b0a7a","6934f0e5ed6e5d35d8e4f873","2025-12-06 22:20"
